variant,phase,ordinal,wall_ms,status,responseBytes,items,count
http_xml,measured,9,274.43,200,46091,60,60
http_xml,measured,10,240.499,200,46091,60,60
http_xml,measured,11,278.014,200,46091,60,60
http_xml,measured,12,251.823,200,46091,60,60
http_xml,measured,13,260.312,200,46091,60,60
http_xml,measured,14,233.299,200,46091,60,60
http_xml,measured,15,253.918,200,46091,60,60
http_xml,measured,16,292.617,200,46091,60,60
http_xml,measured,17,270.044,200,46091,60,60
http_xml,measured,18,250.465,200,46091,60,60
http_xml,measured,19,241.127,200,46091,60,60
http_xml,measured,20,239.86,200,46091,60,60
http_xml_sort,warmup,1,262.939,200,46091,60,60
http_xml_sort,warmup,2,271.877,200,46091,60,60
http_xml_sort,warmup,3,257.029,200,46091,60,60
http_xml_sort,warmup,4,264.828,200,46091,60,60
http_xml_sort,warmup,5,261.164,200,46091,60,60
http_xml_sort,measured,1,267.425,200,46091,60,60
http_xml_sort,measured,2,261.389,200,46091,60,60
http_xml_sort,measured,3,272.045,200,46091,60,60
http_xml_sort,measured,4,265.118,200,46091,60,60
http_xml_sort,measured,5,255.259,200,46091,60,60
http_xml_sort,measured,6,260.694,200,46091,60,60
http_xml_sort,measured,7,283.12,200,46091,60,60
http_xml_sort,measured,8,261.914,200,46091,60,60
http_xml_sort,measured,9,260.542,200,46091,60,60
http_xml_sort,measured,10,266.565,200,46091,60,60
http_xml_sort,measured,11,271.183,200,46091,60,60
http_xml_sort,measured,12,259.146,200,46091,60,60
http_xml_sort,measured,13,264.151,200,46091,60,60
http_xml_sort,measured,14,266.567,200,46091,60,60
http_xml_sort,measured,15,261.728,200,46091,60,60
http_xml_sort,measured,16,274.596,200,46091,60,60
http_xml_sort,measured,17,294.76,200,46091,60,60
http_xml_sort,measured,18,318.122,200,46091,60,60
http_xml_sort,measured,19,282.58,200,46091,60,60
http_xml_sort,measured,20,317.334,200,46091,60,60
http_xml_sort_map,warmup,1,480.528,200,46091,60,60
http_xml_sort_map,warmup,2,450.484,200,46091,60,60
http_xml_sort_map,warmup,3,463.947,200,46091,60,60
http_xml_sort_map,warmup,4,436.085,200,46091,60,60
http_xml_sort_map,warmup,5,431.52,200,46091,60,60
http_xml_sort_map,measured,1,434.73,200,46091,60,60
http_xml_sort_map,measured,2,444.059,200,46091,60,60
http_xml_sort_map,measured,3,462.264,200,46091,60,60
http_xml_sort_map,measured,4,446.869,200,46091,60,60
http_xml_sort_map,measured,5,490.724,200,46091,60,60
http_xml_sort_map,measured,6,431.964,200,46091,60,60
http_xml_sort_map,measured,7,476.01,200,46091,60,60
http_xml_sort_map,measured,8,456.656,200,46091,60,60
http_xml_sort_map,measured,9,489.038,200,46091,60,60
http_xml_sort_map,measured,10,452.927,200,46091,60,60
http_xml_sort_map,measured,11,446.025,200,46091,60,60
http_xml_sort_map,measured,12,451.978,200,46091,60,60
http_xml_sort_map,measured,13,549.926,200,46091,60,60
http_xml_sort_map,measured,14,500.84,200,46091,60,60
http_xml_sort_map,measured,15,476.588,200,46091,60,60
http_xml_sort_map,measured,16,464.539,200,46091,60,60
http_xml_sort_map,measured,17,445.891,200,46091,60,60
http_xml_sort_map,measured,18,449.76,200,46091,60,60
http_xml_sort_map,measured,19,433.584,200,46091,60,60
http_xml_sort_map,measured,20,474.817,200,46091,60,60
full_result,warmup,1,463.216,200,46091,60,60
full_result,warmup,2,488.61,200,46091,60,60
full_result,warmup,3,454.163,200,46091,60,60
full_result,warmup,4,451.982,200,46091,60,60
full_result,warmup,5,1024.933,200,46091,60,60
full_result,measured,1,497.829,200,46091,60,60
full_result,measured,2,480.59,200,46091,60,60
full_result,measured,3,485.19,200,46091,60,60
full_result,measured,4,483.969,200,46091,60,60
full_result,measured,5,467.173,200,46091,60,60
full_result,measured,6,451.315,200,46091,60,60
full_result,measured,7,461.57,200,46091,60,60
full_result,measured,8,475.443,200,46091,60,60
full_result,measured,9,469.026,200,46091,60,60
full_result,measured,10,484.46,200,46091,60,60
full_result,measured,11,463.609,200,46091,60,60
full_result,measured,12,485.536,200,46091,60,60
full_result,measured,13,466.765,200,46091,60,60
full_result,measured,14,447.457,200,46091,60,60
full_result,measured,15,460.02,200,46091,60,60
full_result,measured,16,510.238,200,46091,60,60
full_result,measured,17,463.866,200,46091,60,60
full_result,measured,18,445.804,200,46091,60,60
full_result,measured,19,475.525,200,46091,60,60
full_result,measured,20,505.093,200,46091,60,60
